                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.9068,                 3.6988,                 3.3477,                0.57758,                0.15741,                0.15643,                0.08025,                 2.2278,                 3.3849,                 2.6547,             0.00047559,             0.00047559,             0.00047559
